source_interest_excel_row,source_excel_row,OPLEIDINGSEENHEIDCODE,ONDERWIJSAANBIEDER_NAAM,ERKENDEOPLEIDINGSCODE,NAAM_LANG,student_interest,evidence,source_title,source_url,strength,interest_relationship,counselor_programme_id,target_mapping_status
11117,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,quantum-technology development,"The official programme presents quantum-technology development primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11118,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,optical and photonic engineering,"The official programme presents optical and photonic engineering primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11119,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,nanotechnology research,"The official programme presents nanotechnology research primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11120,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,medical-imaging technology,"The official programme presents medical-imaging technology primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11121,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,scientific-instrument development,"The official programme presents scientific-instrument development primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11122,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,high-technology engineering,"The official programme presents high-technology engineering primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11123,271,1015O7241,Technische Universiteit Delft,,Bachelor Technische Natuurkunde,postgraduate applied physics,"The official programme presents postgraduate applied physics primarily as a graduate career, professional application, research field, or subsequent study direction.",BSc Technische Natuurkunde || Wat leer je tijdens de bacheloropleiding Technische Natuurkunde? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tn/bsc-technische-natuurkunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Outcome or individual trajectory,cp-000258,mapped
11124,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,using mathematics to solve technical and societal problems,"The official programme presents using mathematics to solve technical and societal problems as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11125,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,mathematical modelling of real-world systems,"The official programme presents mathematical modelling of real-world systems as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11126,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,finding patterns in complex data,"The official programme presents finding patterns in complex data as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11127,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,analysing uncertainty with probability,"The official programme presents analysing uncertainty with probability as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11128,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,developing algorithms for practical problems,"The official programme presents developing algorithms for practical problems as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11129,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,optimising decisions and processes,"The official programme presents optimising decisions and processes as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11130,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,understanding how mathematical structures explain phenomena,"The official programme presents understanding how mathematical structures explain phenomena as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11131,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,numerically solving equations that lack simple solutions,"The official programme presents numerically solving equations that lack simple solutions as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11132,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,statistical reasoning from evidence,"The official programme presents statistical reasoning from evidence as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11133,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,translating practical questions into mathematical models,"The official programme presents translating practical questions into mathematical models as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11134,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,combining abstract mathematics with engineering applications,"The official programme presents combining abstract mathematics with engineering applications as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11135,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,predicting the behaviour of complex systems,"The official programme presents predicting the behaviour of complex systems as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
11136,272,1015O7230,Technische Universiteit Delft,,Bachelor Technische Wiskunde,computational mathematics,"The official programme presents computational mathematics as a central field, question, challenge, or academic application of the bachelor's degree.",BSc Technische Wiskunde || Wat ga ik leren? — TU Delft,https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding || https://www.tudelft.nl/onderwijs/opleidingen/bachelors/tw/bsc-technische-wiskunde/over-de-opleiding/wat-ga-ik-leren,Explicit,Direct programme interest,cp-000259,mapped
